"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Pik3r6",0.0173466964299781,0.0108873409056865,0.515681927997963,0.613068313967402,0.958736769829379,-5.9634084718109
"Alg13",0.0189687816107199,0.0298344033092011,0.515674107606896,0.613073654971343,0.958736769829379,-5.96341247258482
"Tomm70a",0.0130687408250339,0.0080605781264748,0.515614299648272,0.613114502079772,0.958736769829379,-5.96344306734189
"Hnrnpr",-0.0196142647828259,0.0256963839878575,-0.515446671641184,0.613228994180318,0.958736769829379,-5.96352879916997
"Rab11fip1",0.0266765020242715,0.0175211738199781,0.515247261575041,0.613365207299763,0.958736769829379,-5.96363075057442
"M6pr",-0.0146805509081671,0.0169114091432598,-0.515190137513885,0.613404230324263,0.958736769829379,-5.96365994909046
"Mesp1",-0.019953225679853,0.0137191283294988,-0.515163271428628,0.613422583704272,0.958736769829379,-5.96367368039806
"Bbof1",-0.0167446955240473,0.0135809275492466,-0.515051311472633,0.613499071229932,0.958736769829379,-5.96373089589784
"Prl8a8",0.0146226540447808,0.010859503980084,0.514996662525505,0.613536407347985,0.958736769829379,-5.96375881908078
"Mki67",-0.0298195339679826,0.0552133880617493,-0.514903544024347,0.613600028364439,0.958736769829379,-5.96380639190213
"Tmem43",0.0147274076522089,0.00939603123887194,0.514799170631376,0.613671342808145,0.95873757779279,-5.96385970479803
