"","groupWnt1.OVX.b1","groupWnt1.OVX.b2","groupWnt1.OVX.b3","groupWnt1.OVX.b4","AveExpr","F","P.Value","adj.P.Val"
"Ncr1",-0.0923891645268551,0.0245831826968189,-0.00240707118344644,-0.030558161402276,0.0140359745091564,0.660428103309571,0.625819519613331,0.971555099654623
"Fmo3",0.0289101620201535,-0.0167952890391678,-0.10144336579708,-0.053015671969527,0.023396188601079,0.660374961308521,0.625854650748395,0.971555099654623
"Slc25a42",-0.0326064226332375,0.0879004204449711,0.154582820966767,0.0248658606636806,0.0555465580119688,0.660361693655638,0.625863421906346,0.971555099654623
"Tmem198",0.0053833131224091,-0.0448888062204771,0.0892853879620167,0.147634069616502,0.0616193883988526,0.660292892446246,0.625908907039649,0.971555099654623
"Lurap1l",-0.0661493778438172,0.164338421068438,0.00464338971366965,-0.0294006057434919,0.0548859953906426,0.660285237983754,0.625913967592247,0.971555099654623
"Olfr1298",0.0484265690279037,0.053484921444853,-0.0515692730407953,0.00220695535690088,0.0301411858317515,0.660153738971894,0.626000908395175,0.971555099654623
"1600014C23Rik",-0.0623635426834105,0.119787734637486,0.170992775406023,0.0257569881197084,0.0711933076944221,0.660127129552885,0.626018502083708,0.971555099654623
"Twnk",-0.0639515633220747,0.0573075101244565,0.034127568154945,0.0571415372467804,0.0712891769847113,0.660016988732452,0.626091328243515,0.971555099654623
"Pmpcb",0.10116474832727,-0.140132297163788,-0.0743973159069057,-0.0338212928544922,0.0687250815347648,0.660005558211308,0.62609888648518,0.971555099654623
"Epdr1",-0.108269649314606,-0.0190717997242237,0.0771898684187928,0.0427712841673231,0.0425295131834273,0.659926523949957,0.626151147973894,0.971555099654623
"Bpifb4",-0.0166694519263255,-0.066188061474047,-0.109903988050255,0.00181205458907368,0.0296481748336466,0.659845037609734,0.626205033463489,0.971555099654623
"Pid1",-0.130520350160651,0.0963383742286672,0.0758116489309944,-0.0446273274264088,0.0238983325355024,0.659837100726399,0.626210282124375,0.971555099654623
"Tcp11x2",-0.00868687808118524,0.0942453692601228,0.154841657448247,0.0505407201339182,0.0422458642888425,0.659834097142888,0.62621226840056,0.971555099654623
"Fam43a",-0.118230462553966,0.0206885952914688,-0.0875383742392965,-0.057150630221369,0.0906789166066001,0.659669144357191,0.626321357452228,0.971555099654623
"Tcap",0.0308113352139423,-0.0258588047065081,-0.0733269637487529,-0.10988801256254,0.0562508080281908,0.659596684417498,0.626369281113241,0.971555099654623
"Rab6a",0.0375491931082798,-0.10522996670266,-0.0419814462508285,-0.016164083249485,0.0315043343397824,0.659548267834804,0.626401304088513,0.971555099654623
"Iqcf6",-0.0130174418093192,0.0949959197271947,-0.0115351904926813,-0.02632487183245,0.0210152543005185,0.659517444411661,0.626421691335884,0.971555099654623
"Fam81a",0.0625851032473699,-0.113691496754637,0.0188724265117223,0.0637576484811224,0.0426334960122431,0.659480763593868,0.626445953269089,0.971555099654623
"Chchd3",-0.136324135205241,0.101027019465555,0.0574973971275626,-0.0646454387263063,0.0360031807329228,0.659444867761123,0.626469696496126,0.971555099654623
"Lage3",0.00178941901606373,-0.0828098905070597,0.0132033080216968,-0.000978146649971685,0.0205232938664057,0.659427374746353,0.626481267398515,0.971555099654623
"Cnga1",-0.0535520537065395,0.119943706553417,0.132953000358619,-0.0242237718561368,0.0437731079023129,0.659418304080339,0.626487267314289,0.971555099654623
"Plbd2",-0.0219193668138929,-0.000596559109600708,0.048387739745564,0.102014680993552,0.0367978944532414,0.659408902084977,0.626493486426339,0.971555099654623
"Oprk1",0.0139308283811545,0.0555995426264594,0.15349704580704,0.0223965499301078,0.0353106952633241,0.659406544074015,0.626495046178795,0.971555099654623
"Msn",0.138093038359342,-0.0109037871450904,0.0664094125593243,-0.0462230914933776,0.166591194976756,0.659359884074428,0.626525910795045,0.971555099654623
"Lrrc40",-0.00640941154019634,-0.0240111955976343,-0.0887053977578931,-0.0618654770522474,0.0109250276119442,0.659320092082427,0.626552233040108,0.971555099654623
"Osgin2",0.0469708707201953,0.0864720673290598,-0.0193723004982807,-0.115889738110989,0.0620902662699349,0.659276336174016,0.626581178114784,0.971555099654623
"Prelp",-0.0689995259925047,0.120077460371416,0.124449156977875,-0.0259969742580804,0.0473997043307122,0.659274360588085,0.626582485006976,0.971555099654623
"Suox",0.0196113812337295,0.0826703628035555,0.0729590811960838,-0.0728320616260986,0.041235962163773,0.659268385963129,0.62658643735798,0.971555099654623
"Elmo1",-0.0756917327112418,0.0457733977587068,0.106484397851373,0.0157525609846787,0.0226292268276086,0.659196624591781,0.626633910236035,0.971555099654623
"H1f7",-0.0920917356981549,0.0349963705214888,0.066739987554998,-0.0394472453510181,0.0277133214238583,0.65900511211129,0.62676061288164,0.971555099654623
"Fam83c",0.104810402876807,0.0707930675002102,0.060415741952157,-0.0767968938013921,0.0574169029273943,0.658951423154657,0.626796135502949,0.971555099654623
"Zmym2",-0.0813565445538191,0.0795179597109107,0.0170329654928141,-0.010776258147935,0.0216746466876028,0.658849478495752,0.626863588999512,0.971555099654623
"Olfr464",-0.0763944510037764,0.0578655254201418,0.0931525003234786,-0.00513401482411798,0.023938512503649,0.658830210763807,0.626876338292998,0.971555099654623
"Tatdn2",0.0264083465078206,0.0414206800213608,0.183039285644804,0.063064506022897,0.0383493404112439,0.658766768244373,0.626918318689988,0.971555099654623
"Aadacl4fm4",-0.0770701878034983,0.0920795137517978,0.0912012684706619,0.002509875796921,0.0372139488692906,0.658401878043005,0.627159799805211,0.971555099654623
"P3h1",0.0314166802248599,0.0330569339303332,-0.0864277519456431,0.0162758838121722,0.0289007800673504,0.65832787534671,0.627208780471262,0.971555099654623
"Serpini2",0.00352686153555799,0.0693255316159281,0.112247340852105,-0.0552941264841046,0.0265911171642596,0.658161175742908,0.627319122889156,0.971555099654623
"Rpusd4",-0.0917718980341078,0.119089816790128,0.0446031963618067,-0.022734717863865,0.0317221974062221,0.658134905587927,0.627336512715162,0.971555099654623
"Qrfprl",-0.0330757172845154,-0.0760853632575024,-0.112896431863909,-0.000555844420709001,0.0262766345490752,0.658117928267076,0.627347751187642,0.971555099654623
"Lpcat2b",-0.0748588165428387,-0.0264884008136136,0.0263088810655506,-0.0190562832363357,0.0516501987662079,0.658095441711231,0.627362636779814,0.971555099654623
"Olfr1310",0.00543895819617777,-0.109609413204043,0.0239887820932831,0.0131540024075817,0.0409067225346351,0.658090745701683,0.627365745456958,0.971555099654623
"Dido1",-0.071894025270139,0.123538492513972,0.061283445562161,-0.137149604347352,0.289415134378638,0.65806369742525,0.627383651115661,0.971555099654623
"Scd2",0.0347763727394725,-0.0782494941196169,-0.00535663475078302,0.0840980502173649,0.0307378168975958,0.658060032386712,0.627386077352411,0.971555099654623
"T2",-0.0402349544340719,0.0974435939600952,-0.00658060119889493,-0.0209976180230348,0.0153686224282042,0.657868954745917,0.627512577019997,0.971555099654623
"Dctn6",-0.0484236074784348,0.0882907252784353,-0.0882668191031485,-0.0837973991972127,0.0368133806356412,0.657861494274565,0.627517516385249,0.971555099654623
"Niban1",-0.102016048244683,0.05124539800106,0.120920213687848,-0.0116382366047546,0.0455575723013164,0.657848416530901,0.627526174838545,0.971555099654623
"Nelfe",-0.0140923655626137,-0.0234848658159046,-0.0979962069700644,-0.069478608379,0.0256274213726873,0.657794029345913,0.627562183973986,0.971555099654623
"Mterf4",-0.0191082289513062,-0.0916130227301826,-0.110322392221036,0.0607677586530526,0.0491155225367231,0.657692286290956,0.627629549983358,0.971555099654623
"Rgs13",-0.0464700282456656,0.0992989909542126,0.146338643036,-0.00438178496205831,0.0330364565730497,0.657624418957089,0.627674488474451,0.971555099654623
"Cnih3",0.0229025608422632,-0.0419346773604622,0.0443162891165779,-0.0389064022867279,0.0291532000330695,0.657498929529155,0.627757586271332,0.971555099654623
"Dmxl1",-0.0956023454273264,0.062862638926816,0.0017705477994427,-0.0795998049617946,0.0439317306487993,0.657464301500127,0.627780517671292,0.971555099654623
"Fchsd1",-0.0998142228186903,0.0847786096278395,0.0778543260831925,-0.0918207406105129,0.0579576647975959,0.65746169510198,0.627782243701147,0.971555099654623
"Il1rapl1",0.028461094296636,-0.0372175290029549,-0.00207660370841043,-0.0622891908778658,0.0288415937066193,0.657404100613597,0.627820385058792,0.971555099654623
"Zfp81",-0.0776586385273859,0.0356601496325857,0.0471920584549377,0.0589369376663239,0.0425899617151737,0.657282890209568,0.627900659616371,0.971555099654623
"Dcaf13",-0.0826968957922452,0.0538973110617368,-0.0597909222768223,-0.06391556230738,0.0222027068765933,0.657185864137279,0.627964921624218,0.971555099654623
"Eri1",-0.037779683506074,0.0860967071977857,0.127345631371233,-0.0487838261965883,0.0434767615936116,0.657072206104427,0.62804020391402,0.971555099654623
"H3c1",-0.0387757265030922,0.047392156806678,0.119028081623458,-0.0325537603782337,0.0411896530448363,0.65705010683561,0.628054842120986,0.971555099654623
"Eid1",-0.0529414947813161,0.147704320614986,0.0157030794489767,-0.167558674087636,0.134475764082067,0.656966433418894,0.628110267791091,0.971555099654623
"Chrna7",-0.13203558375689,0.00948969129824941,-0.0175358399642446,0.00815130381053846,0.0481799054094473,0.656874269386439,0.628171320832857,0.971555099654623
"Ubqln4",0.00840271776853887,-0.102810203840992,0.0335437322565785,0.00785478375963474,0.0630111505881741,0.656741096504033,0.628259545559011,0.971555099654623
"Tmem18",-0.098867015969264,-0.0547222687865054,-0.059128039105753,-0.0786288049702575,0.059070872143253,0.65658132917708,0.628365397727194,0.971555099654623
"Znhit6",-0.038274045230253,-0.0685290182461254,-0.000586917027000256,0.092270951064392,0.0410317314826324,0.656513551352042,0.628410306207125,0.971555099654623
"Trit1",-0.0126323902346638,-0.121218741552361,0.00902275940428428,-0.000505864252669578,0.0509807814528557,0.656496426678036,0.628421653018467,0.971555099654623
"Pcsk4",0.0974557643258196,0.00862388169754503,0.0194885409036506,-0.065802724476337,0.0655984024912279,0.656444583754445,0.628456004840193,0.971555099654623
"Olfr159",-0.0574553349645507,0.0404491014872566,-0.0937734396222489,-0.047041741090444,0.0265547147830838,0.65639229136906,0.628490655537399,0.971555099654623
"S100a2",-0.0464204620714719,0.102708355617795,0.136486460852521,0.00267667601813787,0.0307083523141372,0.656373006600271,0.628503434542896,0.971555099654623
"Gbx2",-0.132790981401593,0.0394562721417858,-0.0521332210920222,-0.0353397200185561,0.0556899650014076,0.656365222319504,0.628508592818615,0.971555099654623
"Ptgr2",-0.100480173156822,0.0610500086695899,0.0656378709443461,-0.0300930543049873,0.0339742935156478,0.656338393903476,0.628526370924593,0.971555099654623
"Trap1a",-0.035611009528246,-0.05024981570611,0.0370513565069225,-0.0124443866136703,0.0220508390936537,0.656153613824208,0.628648824787305,0.971555099654623
"Prap1",0.0352241215352656,-0.0478590559378624,-0.127733991733446,-0.0593518186983434,0.0450904635739941,0.65608795323429,0.628692341283947,0.971555099654623
"Habp2",-0.033481931833997,0.102194087781669,0.105145144239895,-0.0336633532881614,0.022144477101202,0.65608175802621,0.628696447238752,0.971555099654623
"Proser3",0.0507147497269609,-0.0911065935393558,-0.122667009733965,-0.0566542065190948,0.0564633161586466,0.656055239041706,0.62871402320902,0.971555099654623
"Olig3",-0.0737266676661324,-0.083465581156374,-0.108055604545128,-0.0474374244298535,0.062656326833154,0.656053826309956,0.628714959531976,0.971555099654623
"Fcgbp",0.0264306912900921,-0.14044896410094,0.0235712374237453,0.0953528420195317,0.0587587956725066,0.655949271391264,0.628784258039811,0.971555099654623
"Ankrd40cl",-0.0318131424025993,0.0457941221272944,0.049551287025351,-0.113513361998297,0.0474058465196258,0.655854392801408,0.628847146786836,0.971555099654623
"L3mbtl1",-0.0364692883973731,-0.0602987058125197,-0.096939446791999,0.0384387480955849,0.0293412697402126,0.65578673165181,0.628891997020656,0.971555099654623
"Eya1",0.0856287381072441,-0.0930787170610722,-0.0967192922117752,0.0521512421793675,0.0315156789262754,0.655696334486293,0.628951920937998,0.971555099654623
"Htr6",-0.019624304891584,-0.0579601050325854,-0.0331684300578484,-0.059662056231828,0.0455582859353871,0.65566136929063,0.628975100073827,0.971555099654623
"Fam205a1",0.0288109303109788,-0.0724598103466481,0.0032622761693125,-0.0347893606924861,0.0248424812678653,0.655646748686834,0.628984792508258,0.971555099654623
"Gsr",-0.16223531776932,0.0922869332562802,0.00570427446550978,-0.100583760577277,0.0575509316042389,0.655512962787851,0.629073487013174,0.971555099654623
"Olfr1094",-0.0853313127477339,0.0244170886039005,0.00504771024760296,-0.0262139277613671,0.00839557535855479,0.655485734976586,0.629091538771346,0.971555099654623
"Slfn3",-0.0187539592387573,-0.0559365947267233,-0.0437993106768583,-0.0512189673191764,0.0274559074528806,0.655391687630296,0.629153893398114,0.971555099654623
"Mettl24",-0.0528075453740063,-0.0405669483668902,0.0967653600235603,0.0392383457230229,0.0588545641792379,0.655377334775084,0.629163409830625,0.971555099654623
"Zfp235",0.00613657525867069,0.0202829288220947,0.0909166799938676,-0.0362666771308843,0.0271689623128092,0.655308505622833,0.629209047012884,0.971555099654623
"Sash1",-0.112335346367327,-0.015907337891224,-0.0362682203064739,-0.0446206574780434,0.0478742078110982,0.655258899870016,0.629241939252253,0.971555099654623
"Phaf1",-0.00627335644171997,0.068654351526388,0.154716265063945,-0.00723311994027776,0.0477410079492331,0.655234310749313,0.629258243988906,0.971555099654623
"Ap1m1",0.0656000341494644,-0.00216873199665027,0.100210731725533,0.0913128097830515,0.0332355536974903,0.655146026288332,0.629316786230284,0.971555099654623
"Tuba1a",-0.0953035663588643,0.106717015001885,0.0199720398167495,-0.0540144494508314,0.0198791519487256,0.655144256820368,0.629317959611624,0.971555099654623
"Trim45",-0.119865841583647,0.0746688071122481,0.0750910613382248,-0.0700536798129294,0.0360131160681702,0.655126215671452,0.629329923247073,0.971555099654623
"Arxes1",-0.0385538880217285,0.0653180096326637,-0.0024913038173517,0.0240105388450315,0.0192596886247104,0.655101069986266,0.629346598326766,0.971555099654623
"Acyp2",0.0763635661597244,0.0539020005707738,0.0745147140722164,-0.0273108871700254,0.0407382352439235,0.654986213790083,0.629422767034023,0.971555099654623
"Vmn1r210",0.0177301364229973,0.0941906712418743,0.0127798802734113,-0.0109813498968587,0.0208464139862981,0.65466575492041,0.629635311349715,0.971555099654623
"Arl8b",-0.0722999922627463,0.0854456557076171,0.12105162871292,-0.0510930532183948,0.0331140448190334,0.654651977812098,0.629644449904293,0.971555099654623
"Dsc1",-0.0135162673515338,0.117758701626422,0.129447627779815,-0.0112809586033306,0.0340437952522758,0.654617757436435,0.629667149089753,0.971555099654623
"Arl2bp",0.0388173852534897,-0.0756392566525641,-0.0354057223198084,-0.0291979363237807,0.0165435866037237,0.65459633662781,0.62968135824927,0.971555099654623
"Traj34",0.0174166763035405,0.00309803797108144,0.0904096732036115,0.0646883497317264,0.0173127399647352,0.654442566858876,0.629783364224935,0.971555099654623
"Rhox4c",0.100625721812719,0.0187198265567065,0.00783888420716326,-0.00806581383839946,0.0703362229301944,0.654421206970941,0.629797534416876,0.971555099654623
"Mdfic2",-0.0448914034479394,0.080070038447004,0.0822072518005513,-0.108671103372815,0.0394098507907876,0.654330303696964,0.629857841796372,0.971555099654623
"Foxk1",-0.130869326815025,0.0839199960258151,0.0491144795695266,-0.0448078003327244,0.0704209501940259,0.654328958746689,0.629858734092076,0.971555099654623
"Mettl7a3",-0.0145126274701927,0.02451182785216,0.119338895636383,0.0149174859776818,0.018633652768049,0.654257700951403,0.629906010461344,0.971555099654623
"Acan",-0.0777904183460122,0.00174243716879629,-0.114846473778521,-0.0390662654273493,0.0345927783319326,0.654214056986389,0.629934967252233,0.971555099654623
"Hand2",0.0639070827095572,-0.135616337513803,0.016911702926626,0.00393867223152997,0.0617684408035686,0.654078448533383,0.630024945099934,0.971555099654623
"Me1",-0.00924177263794388,-0.0750516050034628,-0.130963613511374,-0.0619159454775748,0.0367850201075862,0.653920093556043,0.630130024508194,0.971555099654623
"Lctl",0.119300286411786,-0.115968594169449,-0.0786278831570321,-0.0138759225490477,0.0572705075303737,0.653914640752318,0.630133642990139,0.971555099654623
"Tmem95",0.00997368195865368,0.117458280301484,0.14284464948027,-0.0112361387826194,0.0506844220523333,0.653879617046852,0.630156885002976,0.971555099654623
"Nob1",-0.0941968991461403,-0.0498290022922714,-0.0473637125726361,0.00337214790646843,0.0504565608903905,0.653826227420521,0.630192315697452,0.971555099654623
"Pex26",-0.084468110259265,0.059910307917728,-0.0517224174182745,-0.0142710640494526,0.0628920241454441,0.653775235299265,0.630226156372004,0.971555099654623
"Robo2",-0.0940170308686235,-0.0119342399741041,0.0440631549759354,-0.0229453887326566,0.0337777030479971,0.653755228894571,0.630239433799063,0.971555099654623
"Cited1",-0.0816399025007761,0.10079693895881,0.0249494489208604,-0.135459258585627,0.0580593155508188,0.653741615933944,0.630248468248613,0.971555099654623
"Gpr20",-0.00369147405506214,-0.138081045258229,-0.0158031415103326,0.0955559915619217,0.0500782263440257,0.65372296715708,0.630260844910417,0.971555099654623
"Ear14",-0.0656789320207521,-0.0539783384173051,-0.00711480805028279,-0.00941699236399185,0.0316574997194845,0.653680208238993,0.630289223291188,0.971555099654623
"Calcoco2",-0.0220088673987018,0.040744206967905,-0.065022710421205,-0.0829186676196632,0.0226031021151608,0.653527384308553,0.630390655735302,0.971631317474253
"Coro1c",-0.0847058635674469,-0.0820047989625231,-0.0235096967875182,0.00319438950345445,0.0429458881331293,0.65328181167128,0.630553666253335,0.971706152080289
"Cfap73",-0.0771463008912323,0.076061601509902,0.0884193957434049,0.0241459050534643,0.0279273530390737,0.653185531355033,0.630617583219033,0.971706152080289
"Vmn1r171",-0.00350110375009231,-0.064156766892248,0.0465267038605582,0.0998445866519651,0.043920360674651,0.653177505468952,0.630622911470878,0.971706152080289
"Kcnmb4",0.0473492634432524,-0.104698864789765,-0.0378593549620789,-0.0204516264923019,0.0376743937454205,0.653087320431309,0.63068278551407,0.971706152080289
"Setbp1",-0.0246335795836126,0.115744611086207,0.0268929286590092,-0.0136835429454507,0.0300761281507092,0.65306265479024,0.630699161631139,0.971706152080289
"Pax1",-0.0865813152618264,-0.0350362037835706,-0.0275354220465044,0.0294100017201831,0.0357374264066757,0.652947191277959,0.630775823763378,0.971744159754166
"C8b",-0.00710581401431981,0.0469263830566073,0.11945566796591,-0.00894196136211309,0.0338979102313733,0.652771169617762,0.630892703398306,0.971844113287261
"Fam83f",0.162232744736576,-0.0587437913533037,-0.0317588721558038,0.0293009458486754,0.0576067656552771,0.652463895029826,0.631096764405903,0.971996705440709
"Adrb3",-0.0608484574872173,0.0422980184321538,-0.0403986907751289,-0.100272285471074,0.0451557788966787,0.652404436805832,0.631136254785245,0.971996705440709
"Vmn2r81",0.0748209005292728,0.0148354644574036,-0.0947346031382365,-0.0857431070841587,0.0283366915660141,0.652387083659551,0.631147780483063,0.971996705440709
"Eif1b",-0.0411334024543918,-0.0556044551923955,0.0138893685533532,0.0343857388512148,0.0154208905851208,0.652291620169197,0.631211187956651,0.972014262413266
"Adh5",-0.0906118308430514,-0.0108421613515627,0.0981976253829751,-0.0187754931963039,0.0938931443329588,0.652129045951586,0.631319178852032,0.972100397528492
"H1f1",0.00544645609477685,-0.0120907092100168,-0.268258552104777,-0.0786621109216763,2.21742528745389,0.652050817213912,0.631371146366953,0.972100397528492
"Osgep",-0.0904165386744093,-0.00599041235185263,0.0058283764965862,-0.0211601795435087,0.0130218691290422,0.651640612512756,0.631643684568357,0.97220276357069
"Zfp523",0.0278628799685869,-0.0346030227233367,0.105142027591165,0.0332299042770871,0.0299452421451223,0.651629471628691,0.631651087420986,0.97220276357069
"Ddah2",-0.12601067638183,0.010284689815133,0.0579287475142701,0.0462550735267745,0.0477219863501101,0.651560694697942,0.631696789107782,0.97220276357069
"Dnajc9",-0.0725262960042594,-0.00397788794747816,-0.0562982798112503,-0.17063360855155,0.146484385209684,0.651517877722557,0.631725241538266,0.97220276357069
"Allc",0.0255014968280327,-0.0518892538895199,0.08895327640382,0.0996849073445234,0.0444338977083275,0.651490814056264,0.631743226053986,0.97220276357069
"E4f1",-0.0214845203639954,-0.0548508058872165,0.0237533756207316,0.109235971755596,0.0590386619588143,0.651481017971223,0.631749735878332,0.97220276357069
"Fam229a",-0.0093324670153425,0.111172992480175,-0.0267290409190037,-0.0129288521445666,0.0334069643713967,0.651283108269456,0.631881261315384,0.972325109005806
"Zscan21",0.0695291997661031,0.0403568280830753,0.0853429528637187,0.0708106596663276,0.0424288629257161,0.651181041139869,0.631949098220831,0.972349439840893
"Slc9a5",-0.107225544423447,0.0539010771323736,0.0692925232753338,-0.0934357822632749,0.0663343479649853,0.650991809942892,0.632074877533388,0.97242569768154
"Gdf9",-0.0222569407943539,0.0818595188759493,0.10275293384339,0.0476646698026165,0.0396485346969723,0.650872281389747,0.632154333525818,0.97242569768154
"Prmt6",-0.0280323209575953,-0.123038813402305,-0.0794943207434606,-0.0311007174163337,0.0568366356786201,0.650871658972199,0.632154747288963,0.97242569768154
"Kirrel3",-0.00460814731225881,0.0947606070249553,0.0983782355053775,-0.0536258896209215,0.0254139619168448,0.650419060395858,0.632455659377704,0.972808515658734
"Sprr1b",-0.0165306160885144,-0.0546146011486536,0.0267464608946899,-0.02559825679063,0.0151879107787001,0.650308662093086,0.632529070008274,0.972816251852864
"Olfr552",-0.0864002839451647,0.02744020287666,0.0318090970540828,-0.0560601087991848,0.031133154408453,0.65012914125282,0.632648454386198,0.972816251852864
"Ftdc1",-0.0914613861966948,0.165253038007893,0.117395144761682,-0.0308713417662671,0.0658283262696992,0.649961617211926,0.632759871761437,0.972816251852864
"Prss8",0.0633097784327118,0.0694533301000036,-0.058951605994075,-0.0674771794142858,0.0427938040572811,0.649885998410502,0.632810168032931,0.972816251852864
"Olfr513",0.00304893992428969,-0.0248264078117515,0.10364611778517,0.0777670732842545,0.0388372124951698,0.649763489811788,0.632891656695211,0.972816251852864
"Ankrd11",-0.0698574979315436,-0.240451597700576,-0.23253566020572,-0.012799969971773,0.252279824292884,0.649745399000697,0.632903690587425,0.972816251852864
"Cyb5r1",0.184699285590266,-0.134416359822537,0.150485212554034,0.25094718506204,0.211540318523104,0.649464970548681,0.63309024572411,0.972816251852864
"Olfr1279",-0.0695047680118801,0.0516212337375229,0.0919820098530262,0.0427739235854532,0.0455591527319784,0.649461646354316,0.633092457325008,0.972816251852864
"Grcc10",-0.0308752742606817,0.0283428020826527,0.10598236682894,0.121351024707532,0.0568537410297793,0.649440853300486,0.633106291129007,0.972816251852864
"Amn",-0.0383675574594012,-0.0332654844994214,0.112318166221803,-0.0397045252285115,0.06427514483366,0.649400150715019,0.633133371397449,0.972816251852864
"Art1",-0.0322343688340541,0.177384551577425,0.119060805355761,-0.0122362714097074,0.0702004553904929,0.649384733682726,0.633143628830964,0.972816251852864
"H4c14",-0.013144381830089,0.0520834200559157,0.0938453479261463,-0.0763506345648773,0.0466283743257403,0.649342043247819,0.63317203258309,0.972816251852864
"Samt3",-0.0698426944020178,0.156599408359341,-0.0306836079811776,-0.0923708067740502,0.0728496278130462,0.649333869850863,0.633177470768793,0.972816251852864
"Ptpn12",0.0498716613400327,0.044426540397696,0.205259039198207,0.00146120016873053,0.0765282653791245,0.649238338396512,0.63324103469125,0.972816251852864
"Was",0.0103849911975318,-0.138241381427361,-0.168219124573995,0.0244476084300791,0.0476562841783178,0.649202298614906,0.633265015441171,0.972816251852864
"Taf11",0.0269802872312849,0.101981672735422,0.08744922602202,-0.0159828213011362,0.0332797840542307,0.649057454807482,0.633361398999857,0.972816251852864
"Rpa2",-0.041939242188962,0.0706548146104311,0.0552382111536663,-0.0963148926778653,0.0471077060978613,0.648997118816742,0.633401550788089,0.972816251852864
"Ctnna1",0.0732831553231147,-0.0171470531238434,0.0955839326783954,0.0634927722416873,0.036763340718265,0.648877695201109,0.633481027688333,0.972816251852864
"Tmem41a",0.0666683612218076,-0.0389497940114719,-0.0826319961596134,-0.0832664080002018,0.0371134410843658,0.648874642308434,0.633483059471722,0.972816251852864
"Dazl",-0.0850404963758023,0.104331630316002,-0.0357826838328742,-0.0674958675710731,0.0407269461389029,0.648805516426693,0.633529065578933,0.972816251852864
"Stk4",0.0902690885501483,0.061102998636731,0.0166499812285442,-0.0206259839118747,0.0404059194176366,0.648717186488661,0.633587855410431,0.972816251852864
"Nipal1",0.0332086246564442,0.0926496935793622,0.117829946645294,0.00710934569263349,0.0330192182243239,0.64869023969335,0.633605791000798,0.972816251852864
"Chek1",0.0619854709584088,-0.105064837143678,-0.122977640603065,0.0155377476436932,0.0312083490084119,0.648559199732635,0.633693014167395,0.972870250927272
"Aldh1a2",0.0256832592803021,0.102045516861344,0.0279418340535035,-0.0398741978963917,0.0598465800004799,0.648277454991703,0.633880571888146,0.97307826600324
"Sh2d4a",-0.0751667429198456,-0.0479024609587905,-0.0193903777805107,-0.0622172877094131,0.0571186801506658,0.648004578054824,0.634062254962904,0.973214410809784
"Serp1",0.0042242612089888,-0.0872100866607931,0.0487929040554873,0.0111565453983063,0.045588680655306,0.647855253236313,0.634161688238179,0.973214410809784
"Lypd8l",-0.0978702376492252,0.0400534922430337,0.0521847975618746,-0.014338764575755,0.0208143521672746,0.647849028943866,0.634165833089224,0.973214410809784
"Atp6ap1",-0.0736014323124693,0.0362813548065,0.141339222546901,0.0451559723511962,0.0484027099403646,0.647719466066394,0.634252114307359,0.973214410809784
"Chic2",-0.124249108453076,0.059922833474921,-0.0569966353733739,-0.0242492945719003,0.0576743193393263,0.647685268871807,0.634274888676372,0.973214410809784
"Tatdn1",0.101661016313055,-0.0594359353260156,-0.0230386592460385,-0.0449457963421968,0.0847175931605582,0.647543420248231,0.634369360586631,0.973214410809784
"Akr1b3",0.0723500665422692,0.0607294232883429,0.279358500333521,0.0972785569488548,0.13340399670573,0.647190612793928,0.634604365125769,0.973214410809784
"Ppp2r3d",-0.0155503842993036,0.0885883588403437,0.212511955700176,0.0925689775065627,0.123932539096278,0.647175437922301,0.634614474140274,0.973214410809784
"Ssu72",-0.0758128442962665,-0.0258696172023818,0.000833932878926371,0.0120342252633787,0.0162671882140759,0.646938325255949,0.634772442308003,0.973214410809784
"F8a",0.00690219954036377,0.0353132476133098,0.143371425033955,-0.0140030819536708,0.0410592336184421,0.646854122839655,0.634828544378237,0.973214410809784
"Trbv21",0.0128066476579464,0.0367634662019502,0.0842992448073567,0.0626800202101539,0.0228951772037355,0.646851337315453,0.634830400352547,0.973214410809784
"Trp53i11",0.0485418920286028,-0.224406410530525,-0.106005184129563,0.0484596454127442,0.093156724417062,0.646799450138833,0.634864972931946,0.973214410809784
"Spam1",-0.0209568168724087,0.0186752359784448,0.132842658602914,0.0216663811614882,0.0348846675537045,0.646765263573737,0.634887752096199,0.973214410809784
"Ogfod2",-0.046367931163067,-0.00963543719370727,0.20405287729879,0.0122231908086169,0.0944565912030822,0.646631814852463,0.634976675755887,0.973214410809784
"Olfr362",-0.0821042274995798,-0.0047838297181585,0.0136804953498781,0.0403569223786898,0.0153251956113194,0.646619569764478,0.634984835616012,0.973214410809784
"Gp5",-0.0569401573230991,-0.00415299681183338,-0.123115485298615,-0.0743205270300587,0.0617751666912256,0.646563359699371,0.635022293504948,0.973214410809784
"Ddx4",0.0312350551127691,0.00728154113773792,0.00839369371384028,0.0730000527003304,0.0330983147617656,0.646484750334692,0.635074680084849,0.973214410809784
"Ift81",-0.0393022526615291,-0.0296250019693306,0.0456284164967924,-0.0458163799623213,0.0306486667803832,0.646404919014303,0.635127883378314,0.973214410809784
"Plac8l1",0.0278768761489365,-0.10709004476068,-0.120576351916387,-0.00690801504060076,0.0317718761203853,0.64638578909428,0.635140632800483,0.973214410809784
"Olfr944",-0.104236024748485,0.00536933411371526,0.0333609322373534,-0.000370793994842423,0.0228588290741488,0.646297913559233,0.635199200539266,0.973214410809784
